"date","minutes_url","jornada_number","visitor_team_name","visitor_team_id","season","time","categoria_id","local_points","visitor_points","local_team_id","local_team_name"
"18/10/2015","liga_eacta.php?IDENCUENTRO=131701033&EL=CLUB DEL MAR PROMESAS&EV=MERCANTIL VIGO TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","3","MERCANTIL VIGO TENIS DE MESA","14025","2015-2016","11:00","17","6","0","1007","CLUB DEL MAR PROMESAS"
"24/10/2015","liga_eacta.php?IDENCUENTRO=131701043&EL=CLUB FERROL TM&EV=CD DEZ PORTAS LUGAUTO&IDJORNADA=100&IDNIVEL=17#acta","4","CD DEZ PORTAS LUGAUTO","1447","2015-2016","17:00","17","1","5","10504","CLUB FERROL TM"
"24/10/2015","liga_eacta.php?IDENCUENTRO=131701042&EL=C.T.M. CORUÑA&EV=CLUB DEL MAR PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","4","CLUB DEL MAR PROMESAS","1007","2015-2016","17:00","17","2","4","796","C.T.M. CORUÑA"
"24/10/2015","liga_eacta.php?IDENCUENTRO=131701041&EL=HELIOS ASESORIA SERINTE&EV=A.D. VINCIOS-DOMÍNGUEZ DANTAS&IDJORNADA=100&IDNIVEL=17#acta","4","A.D. VINCIOS-DOMÍNGUEZ DANTAS","10576","2015-2016","17:00","17","1","5","10233","HELIOS ASESORIA SERINTE"
"25/10/2015","liga_eacta.php?IDENCUENTRO=131701046&EL=MERCANTIL VIGO TENIS DE MESA&EV=HOTEL CHIPS SAN XOAN&IDJORNADA=100&IDNIVEL=17#acta","4","HOTEL CHIPS SAN XOAN","10217","2015-2016","11:00","17","6","0","14025","MERCANTIL VIGO TENIS DE MESA"
"25/10/2015","liga_eacta.php?IDENCUENTRO=131701045&EL=LICEO CASINO&EV=CLUB NARON T.M.&IDJORNADA=100&IDNIVEL=17#acta","4","CLUB NARON T.M.","10492","2015-2016","11:00","17","5","1","10573","LICEO CASINO"
"25/10/2015","liga_eacta.php?IDENCUENTRO=131701044&EL=MONTE PORREIRO)&EV=NARONENSE&IDJORNADA=100&IDNIVEL=17#acta","4","NARONENSE","10490","2015-2016","11:00","17","6","0","1284","MONTE PORREIRO)"
"07/11/2015","liga_eacta.php?IDENCUENTRO=131701051&EL=CLUB NARON T.M.&EV=MERCANTIL VIGO TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","5","MERCANTIL VIGO TENIS DE MESA","14025","2015-2016","16:00","17","0","6","10492","CLUB NARON T.M."
"07/11/2015","liga_eacta.php?IDENCUENTRO=131701055&EL=HELIOS ASESORIA SERINTE&EV=MONTE PORREIRO)&IDJORNADA=100&IDNIVEL=17#acta","5","MONTE PORREIRO)","1284","2015-2016","17:00","17","0","6","10233","HELIOS ASESORIA SERINTE"
"07/11/2015","liga_eacta.php?IDENCUENTRO=131701054&EL=NARONENSE&EV=LICEO CASINO&IDJORNADA=100&IDNIVEL=17#acta","5","LICEO CASINO","10573","2015-2016","17:00","17","4","2","10490","NARONENSE"
"07/11/2015","liga_eacta.php?IDENCUENTRO=131701053&EL=HOTEL CHIPS SAN XOAN&EV=C.T.M. CORUÑA&IDJORNADA=100&IDNIVEL=17#acta","5","C.T.M. CORUÑA","796","2015-2016","17:00","17","4","3","10217","HOTEL CHIPS SAN XOAN"
"07/11/2015","liga_eacta.php?IDENCUENTRO=131701056&EL=A.D. VINCIOS-DOMÍNGUEZ DANTAS&EV=CD DEZ PORTAS LUGAUTO&IDJORNADA=100&IDNIVEL=17#acta","5","CD DEZ PORTAS LUGAUTO","1447","2015-2016","18:00","17","0","6","10576","A.D. VINCIOS-DOMÍNGUEZ DANTAS"
"08/11/2015","liga_eacta.php?IDENCUENTRO=131701052&EL=CLUB DEL MAR PROMESAS&EV=CLUB FERROL TM&IDJORNADA=100&IDNIVEL=17#acta","5","CLUB FERROL TM","10504","2015-2016","11:00","17","4","3","1007","CLUB DEL MAR PROMESAS"
"14/11/2015","liga_eacta.php?IDENCUENTRO=131701063&EL=CD DEZ PORTAS LUGAUTO&EV=CLUB DEL MAR PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","6","CLUB DEL MAR PROMESAS","1007","2015-2016","17:00","17","4","2","1447","CD DEZ PORTAS LUGAUTO"
"14/11/2015","liga_eacta.php?IDENCUENTRO=131701062&EL=CLUB FERROL TM&EV=HOTEL CHIPS SAN XOAN&IDJORNADA=100&IDNIVEL=17#acta","6","HOTEL CHIPS SAN XOAN","10217","2015-2016","17:00","17","6","0","10504","CLUB FERROL TM"
"14/11/2015","liga_eacta.php?IDENCUENTRO=131701061&EL=C.T.M. CORUÑA&EV=CLUB NARON T.M.&IDJORNADA=100&IDNIVEL=17#acta","6","CLUB NARON T.M.","10492","2015-2016","17:00","17","5","1","796","C.T.M. CORUÑA"
"15/11/2015","liga_eacta.php?IDENCUENTRO=131701066&EL=MERCANTIL VIGO TENIS DE MESA&EV=NARONENSE&IDJORNADA=100&IDNIVEL=17#acta","6","NARONENSE","10490","2015-2016","11:00","17","5","1","14025","MERCANTIL VIGO TENIS DE MESA"
"15/11/2015","liga_eacta.php?IDENCUENTRO=131701065&EL=LICEO CASINO&EV=HELIOS ASESORIA SERINTE&IDJORNADA=100&IDNIVEL=17#acta","6","HELIOS ASESORIA SERINTE","10233","2015-2016","11:00","17","2","4","10573","LICEO CASINO"
"15/11/2015","liga_eacta.php?IDENCUENTRO=131701064&EL=MONTE PORREIRO)&EV=A.D. VINCIOS-DOMÍNGUEZ DANTAS&IDJORNADA=100&IDNIVEL=17#acta","6","A.D. VINCIOS-DOMÍNGUEZ DANTAS","10576","2015-2016","11:00","17","5","1","1284","MONTE PORREIRO)"
"21/11/2015","liga_eacta.php?IDENCUENTRO=131701071&EL=CLUB NARON T.M.&EV=CLUB FERROL TM&IDJORNADA=100&IDNIVEL=17#acta","7","CLUB FERROL TM","10504","2015-2016","16:00","17","0","6","10492","CLUB NARON T.M."
"21/11/2015","liga_eacta.php?IDENCUENTRO=131701074&EL=HELIOS ASESORIA SERINTE&EV=MERCANTIL VIGO TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","7","MERCANTIL VIGO TENIS DE MESA","14025","2015-2016","17:00","17","2","4","10233","HELIOS ASESORIA SERINTE"
"21/11/2015","liga_eacta.php?IDENCUENTRO=131701073&EL=NARONENSE&EV=C.T.M. CORUÑA&IDJORNADA=100&IDNIVEL=17#acta","7","C.T.M. CORUÑA","796","2015-2016","17:00","17","4","2","10490","NARONENSE"
"21/11/2015","liga_eacta.php?IDENCUENTRO=131701072&EL=HOTEL CHIPS SAN XOAN&EV=CD DEZ PORTAS LUGAUTO&IDJORNADA=100&IDNIVEL=17#acta","7","CD DEZ PORTAS LUGAUTO","1447","2015-2016","17:00","17","1","5","10217","HOTEL CHIPS SAN XOAN"
"21/11/2015","liga_eacta.php?IDENCUENTRO=131701075&EL=A.D. VINCIOS-DOMÍNGUEZ DANTAS&EV=CLUB DEL MAR PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","7","CLUB DEL MAR PROMESAS","1007","2015-2016","18:00","17","4","2","10576","A.D. VINCIOS-DOMÍNGUEZ DANTAS"
"22/11/2015","liga_eacta.php?IDENCUENTRO=131701076&EL=MONTE PORREIRO)&EV=LICEO CASINO&IDJORNADA=100&IDNIVEL=17#acta","7","LICEO CASINO","10573","2015-2016","11:00","17","5","1","1284","MONTE PORREIRO)"
"28/11/2015","liga_eacta.php?IDENCUENTRO=131701083&EL=CD DEZ PORTAS LUGAUTO&EV=CLUB NARON T.M.&IDJORNADA=100&IDNIVEL=17#acta","8","CLUB NARON T.M.","10492","2015-2016","17:00","17","6","0","1447","CD DEZ PORTAS LUGAUTO"
"28/11/2015","liga_eacta.php?IDENCUENTRO=131701082&EL=CLUB FERROL TM&EV=NARONENSE&IDJORNADA=100&IDNIVEL=17#acta","8","NARONENSE","10490","2015-2016","17:00","17","5","1","10504","CLUB FERROL TM"
"28/11/2015","liga_eacta.php?IDENCUENTRO=131701081&EL=C.T.M. CORUÑA&EV=HELIOS ASESORIA SERINTE&IDJORNADA=100&IDNIVEL=17#acta","8","HELIOS ASESORIA SERINTE","10233","2015-2016","17:00","17","2","4","796","C.T.M. CORUÑA"
"29/11/2015","liga_eacta.php?IDENCUENTRO=131701086&EL=MERCANTIL VIGO TENIS DE MESA&EV=MONTE PORREIRO)&IDJORNADA=100&IDNIVEL=17#acta","8","MONTE PORREIRO)","1284","2015-2016","11:00","17","0","6","14025","MERCANTIL VIGO TENIS DE MESA"
"29/11/2015","liga_eacta.php?IDENCUENTRO=131701085&EL=LICEO CASINO&EV=A.D. VINCIOS-DOMÍNGUEZ DANTAS&IDJORNADA=100&IDNIVEL=17#acta","8","A.D. VINCIOS-DOMÍNGUEZ DANTAS","10576","2015-2016","11:00","17","2","4","10573","LICEO CASINO"
"29/11/2015","liga_eacta.php?IDENCUENTRO=131701084&EL=CLUB DEL MAR PROMESAS&EV=HOTEL CHIPS SAN XOAN&IDJORNADA=100&IDNIVEL=17#acta","8","HOTEL CHIPS SAN XOAN","10217","2015-2016","11:00","17","6","0","1007","CLUB DEL MAR PROMESAS"
"12/12/2015","liga_eacta.php?IDENCUENTRO=131701091&EL=CLUB NARON T.M.&EV=CLUB DEL MAR PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","9","CLUB DEL MAR PROMESAS","1007","2015-2016","16:00","17","1","5","10492","CLUB NARON T.M."
"12/12/2015","liga_eacta.php?IDENCUENTRO=131701094&EL=A.D. VINCIOS-DOMÍNGUEZ DANTAS&EV=HOTEL CHIPS SAN XOAN&IDJORNADA=100&IDNIVEL=17#acta","9","HOTEL CHIPS SAN XOAN","10217","2015-2016","17:00","17","6","0","10576","A.D. VINCIOS-DOMÍNGUEZ DANTAS"
"12/12/2015","liga_eacta.php?IDENCUENTRO=131701093&EL=HELIOS ASESORIA SERINTE&EV=CLUB FERROL TM&IDJORNADA=100&IDNIVEL=17#acta","9","CLUB FERROL TM","10504","2015-2016","17:00","17","3","4","10233","HELIOS ASESORIA SERINTE"
"12/12/2015","liga_eacta.php?IDENCUENTRO=131701092&EL=NARONENSE&EV=CD DEZ PORTAS LUGAUTO&IDJORNADA=100&IDNIVEL=17#acta","9","CD DEZ PORTAS LUGAUTO","1447","2015-2016","17:00","17","0","6","10490","NARONENSE"
"13/12/2015","liga_eacta.php?IDENCUENTRO=131701095&EL=MONTE PORREIRO)&EV=C.T.M. CORUÑA&IDJORNADA=100&IDNIVEL=17#acta","9","C.T.M. CORUÑA","796","2015-2016","11:00","17","6","0","1284","MONTE PORREIRO)"
"20/12/2015","liga_eacta.php?IDENCUENTRO=131701096&EL=LICEO CASINO&EV=MERCANTIL VIGO TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","9","MERCANTIL VIGO TENIS DE MESA","14025","2015-2016","11:00","17","0","6","10573","LICEO CASINO"
"09/01/2016","liga_eacta.php?IDENCUENTRO=131701105&EL=HOTEL CHIPS SAN XOAN&EV=CLUB NARON T.M.&IDJORNADA=100&IDNIVEL=17#acta","10","CLUB NARON T.M.","10492","2015-2016","17:00","17","2","4","10217","HOTEL CHIPS SAN XOAN"
"09/01/2016","liga_eacta.php?IDENCUENTRO=131701103&EL=CD DEZ PORTAS LUGAUTO&EV=HELIOS ASESORIA SERINTE&IDJORNADA=100&IDNIVEL=17#acta","10","HELIOS ASESORIA SERINTE","10233","2015-2016","17:00","17","6","0","1447","CD DEZ PORTAS LUGAUTO"
"09/01/2016","liga_eacta.php?IDENCUENTRO=131701102&EL=CLUB FERROL TM&EV=MONTE PORREIRO)&IDJORNADA=100&IDNIVEL=17#acta","10","MONTE PORREIRO)","1284","2015-2016","17:00","17","4","3","10504","CLUB FERROL TM"
"09/01/2016","liga_eacta.php?IDENCUENTRO=131701101&EL=C.T.M. CORUÑA&EV=LICEO CASINO&IDJORNADA=100&IDNIVEL=17#acta","10","LICEO CASINO","10573","2015-2016","17:00","17","5","1","796","C.T.M. CORUÑA"
"10/01/2016","liga_eacta.php?IDENCUENTRO=131701106&EL=MERCANTIL VIGO TENIS DE MESA&EV=A.D. VINCIOS-DOMÍNGUEZ DANTAS&IDJORNADA=100&IDNIVEL=17#acta","10","A.D. VINCIOS-DOMÍNGUEZ DANTAS","10576","2015-2016","11:00","17","2","4","14025","MERCANTIL VIGO TENIS DE MESA"
"10/01/2016","liga_eacta.php?IDENCUENTRO=131701104&EL=CLUB DEL MAR PROMESAS&EV=NARONENSE&IDJORNADA=100&IDNIVEL=17#acta","10","NARONENSE","10490","2015-2016","11:00","17","2","4","1007","CLUB DEL MAR PROMESAS"
"16/01/2016","liga_eacta.php?IDENCUENTRO=131701112&EL=HELIOS ASESORIA SERINTE&EV=CLUB DEL MAR PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","11","CLUB DEL MAR PROMESAS","1007","2015-2016","17:00","17","0","6","10233","HELIOS ASESORIA SERINTE"
"16/01/2016","liga_eacta.php?IDENCUENTRO=131701111&EL=NARONENSE&EV=HOTEL CHIPS SAN XOAN&IDJORNADA=100&IDNIVEL=17#acta","11","HOTEL CHIPS SAN XOAN","10217","2015-2016","17:00","17","5","1","10490","NARONENSE"
"16/01/2016","liga_eacta.php?IDENCUENTRO=131701113&EL=A.D. VINCIOS-DOMÍNGUEZ DANTAS&EV=CLUB NARON T.M.&IDJORNADA=100&IDNIVEL=17#acta","11","CLUB NARON T.M.","10492","2015-2016","18:00","17","6","0","10576","A.D. VINCIOS-DOMÍNGUEZ DANTAS"
"17/01/2016","liga_eacta.php?IDENCUENTRO=131701116&EL=MERCANTIL VIGO TENIS DE MESA&EV=C.T.M. CORUÑA&IDJORNADA=100&IDNIVEL=17#acta","11","C.T.M. CORUÑA","796","2015-2016","11:00","17","2","4","14025","MERCANTIL VIGO TENIS DE MESA"
"17/01/2016","liga_eacta.php?IDENCUENTRO=131701115&EL=LICEO CASINO&EV=CLUB FERROL TM&IDJORNADA=100&IDNIVEL=17#acta","11","CLUB FERROL TM","10504","2015-2016","11:00","17","1","5","10573","LICEO CASINO"
"17/01/2016","liga_eacta.php?IDENCUENTRO=131701114&EL=MONTE PORREIRO)&EV=CD DEZ PORTAS LUGAUTO&IDJORNADA=100&IDNIVEL=17#acta","11","CD DEZ PORTAS LUGAUTO","1447","2015-2016","11:00","17","4","3","1284","MONTE PORREIRO)"
"23/01/2016","liga_eacta.php?IDENCUENTRO=131701123&EL=NARONENSE&EV=CLUB NARON T.M.&IDJORNADA=100&IDNIVEL=17#acta","12","CLUB NARON T.M.","10492","2015-2016","17:00","17","1","5","10490","NARONENSE"
"23/01/2016","liga_eacta.php?IDENCUENTRO=131701122&EL=HELIOS ASESORIA SERINTE&EV=HOTEL CHIPS SAN XOAN&IDJORNADA=100&IDNIVEL=17#acta","12","HOTEL CHIPS SAN XOAN","10217","2015-2016","17:00","17","5","1","10233","HELIOS ASESORIA SERINTE"
"23/01/2016","liga_eacta.php?IDENCUENTRO=131701121&EL=C.T.M. CORUÑA&EV=A.D. VINCIOS-DOMÍNGUEZ DANTAS&IDJORNADA=100&IDNIVEL=17#acta","12","A.D. VINCIOS-DOMÍNGUEZ DANTAS","10576","2015-2016","17:00","17","4","3","796","C.T.M. CORUÑA"
"24/01/2016","liga_eacta.php?IDENCUENTRO=131701126&EL=MONTE PORREIRO)&EV=CLUB DEL MAR PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","12","CLUB DEL MAR PROMESAS","1007","2015-2016","11:00","17","4","2","1284","MONTE PORREIRO)"
"24/01/2016","liga_eacta.php?IDENCUENTRO=131701125&EL=LICEO CASINO&EV=CD DEZ PORTAS LUGAUTO&IDJORNADA=100&IDNIVEL=17#acta","12","CD DEZ PORTAS LUGAUTO","1447","2015-2016","11:00","17","1","5","10573","LICEO CASINO"
"24/01/2016","liga_eacta.php?IDENCUENTRO=131701124&EL=MERCANTIL VIGO TENIS DE MESA&EV=CLUB FERROL TM&IDJORNADA=100&IDNIVEL=17#acta","12","CLUB FERROL TM","10504","2015-2016","11:00","17","0","6","14025","MERCANTIL VIGO TENIS DE MESA"
"30/01/2016","liga_eacta.php?IDENCUENTRO=131701131&EL=CLUB NARON T.M.&EV=HELIOS ASESORIA SERINTE&IDJORNADA=100&IDNIVEL=17#acta","13","HELIOS ASESORIA SERINTE","10233","2015-2016","16:00","17","0","6","10492","CLUB NARON T.M."
"30/01/2016","liga_eacta.php?IDENCUENTRO=131701135&EL=CLUB FERROL TM&EV=C.T.M. CORUÑA&IDJORNADA=100&IDNIVEL=17#acta","13","C.T.M. CORUÑA","796","2015-2016","17:00","17","5","1","10504","CLUB FERROL TM"
"30/01/2016","liga_eacta.php?IDENCUENTRO=131701134&EL=CD DEZ PORTAS LUGAUTO&EV=MERCANTIL VIGO TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","13","MERCANTIL VIGO TENIS DE MESA","14025","2015-2016","17:00","17","4","2","1447","CD DEZ PORTAS LUGAUTO"
"30/01/2016","liga_eacta.php?IDENCUENTRO=131701132&EL=HOTEL CHIPS SAN XOAN&EV=MONTE PORREIRO)&IDJORNADA=100&IDNIVEL=17#acta","13","MONTE PORREIRO)","1284","2015-2016","17:00","17","0","6","10217","HOTEL CHIPS SAN XOAN"
"31/01/2016","liga_eacta.php?IDENCUENTRO=131701136&EL=A.D. VINCIOS-DOMÍNGUEZ DANTAS&EV=NARONENSE&IDJORNADA=100&IDNIVEL=17#acta","13","NARONENSE","10490","2015-2016","11:00","17","6","0","10576","A.D. VINCIOS-DOMÍNGUEZ DANTAS"
"31/01/2016","liga_eacta.php?IDENCUENTRO=131701133&EL=CLUB DEL MAR PROMESAS&EV=LICEO CASINO&IDJORNADA=100&IDNIVEL=17#acta","13","LICEO CASINO","10573","2015-2016","11:00","17","4","3","1007","CLUB DEL MAR PROMESAS"
"13/02/2016","liga_eacta.php?IDENCUENTRO=131701143&EL=HELIOS ASESORIA SERINTE&EV=NARONENSE&IDJORNADA=100&IDNIVEL=17#acta","14","NARONENSE","10490","2015-2016","17:00","17","3","4","10233","HELIOS ASESORIA SERINTE"
"13/02/2016","liga_eacta.php?IDENCUENTRO=131701142&EL=C.T.M. CORUÑA&EV=CD DEZ PORTAS LUGAUTO&IDJORNADA=100&IDNIVEL=17#acta","14","CD DEZ PORTAS LUGAUTO","1447","2015-2016","17:00","17","0","6","796","C.T.M. CORUÑA"
"13/02/2016","liga_eacta.php?IDENCUENTRO=131701141&EL=CLUB FERROL TM&EV=A.D. VINCIOS-DOMÍNGUEZ DANTAS&IDJORNADA=100&IDNIVEL=17#acta","14","A.D. VINCIOS-DOMÍNGUEZ DANTAS","10576","2015-2016","17:00","17","4","3","10504","CLUB FERROL TM"
"14/02/2016","liga_eacta.php?IDENCUENTRO=131701146&EL=MONTE PORREIRO)&EV=CLUB NARON T.M.&IDJORNADA=100&IDNIVEL=17#acta","14","CLUB NARON T.M.","10492","2015-2016","11:00","17","6","0","1284","MONTE PORREIRO)"
"14/02/2016","liga_eacta.php?IDENCUENTRO=131701145&EL=LICEO CASINO&EV=HOTEL CHIPS SAN XOAN&IDJORNADA=100&IDNIVEL=17#acta","14","HOTEL CHIPS SAN XOAN","10217","2015-2016","11:00","17","4","3","10573","LICEO CASINO"
"14/02/2016","liga_eacta.php?IDENCUENTRO=131701144&EL=MERCANTIL VIGO TENIS DE MESA&EV=CLUB DEL MAR PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","14","CLUB DEL MAR PROMESAS","1007","2015-2016","11:00","17","2","4","14025","MERCANTIL VIGO TENIS DE MESA"
"27/02/2016","liga_eacta.php?IDENCUENTRO=131701151&EL=CLUB NARON T.M.&EV=LICEO CASINO&IDJORNADA=100&IDNIVEL=17#acta","15","LICEO CASINO","10573","2015-2016","16:00","17","3","4","10492","CLUB NARON T.M."
"27/02/2016","liga_eacta.php?IDENCUENTRO=131701155&EL=CD DEZ PORTAS LUGAUTO&EV=CLUB FERROL TM&IDJORNADA=100&IDNIVEL=17#acta","15","CLUB FERROL TM","10504","2015-2016","17:00","17","5","1","1447","CD DEZ PORTAS LUGAUTO"
"27/02/2016","liga_eacta.php?IDENCUENTRO=131701153&EL=HOTEL CHIPS SAN XOAN&EV=MERCANTIL VIGO TENIS DE MESA&IDJORNADA=100&IDNIVEL=17#acta","15","MERCANTIL VIGO TENIS DE MESA","14025","2015-2016","17:00","17","3","4","10217","HOTEL CHIPS SAN XOAN"
"27/02/2016","liga_eacta.php?IDENCUENTRO=131701152&EL=NARONENSE&EV=MONTE PORREIRO)&IDJORNADA=100&IDNIVEL=17#acta","15","MONTE PORREIRO)","1284","2015-2016","17:00","17","1","5","10490","NARONENSE"
"27/02/2016","liga_eacta.php?IDENCUENTRO=131701156&EL=A.D. VINCIOS-DOMÍNGUEZ DANTAS&EV=HELIOS ASESORIA SERINTE&IDJORNADA=100&IDNIVEL=17#acta","15","HELIOS ASESORIA SERINTE","10233","2015-2016","18:00","17","4","2","10576","A.D. VINCIOS-DOMÍNGUEZ DANTAS"
"28/02/2016","liga_eacta.php?IDENCUENTRO=131701154&EL=CLUB DEL MAR PROMESAS&EV=C.T.M. CORUÑA&IDJORNADA=100&IDNIVEL=17#acta","15","C.T.M. CORUÑA","796","2015-2016","11:00","17","4","3","1007","CLUB DEL MAR PROMESAS"
"05/03/2016","liga_eacta.php?IDENCUENTRO=131701163&EL=C.T.M. CORUÑA&EV=HOTEL CHIPS SAN XOAN&IDJORNADA=100&IDNIVEL=17#acta","16","HOTEL CHIPS SAN XOAN","10217","2015-2016","17:00","17","4","2","796","C.T.M. CORUÑA"
"05/03/2016","liga_eacta.php?IDENCUENTRO=131701162&EL=CLUB FERROL TM&EV=CLUB DEL MAR PROMESAS&IDJORNADA=100&IDNIVEL=17#acta","16","CLUB DEL MAR PROMESAS","1007","2015-2016","17:00","17","2","4","10504","CLUB FERROL TM"
"05/03/2016","liga_eacta.php?IDENCUENTRO=131701161&EL=CD DEZ PORTAS LUGAUTO&EV=A.D. VINCIOS-DOMÍNGUEZ DANTAS&IDJORNADA=100&IDNIVEL=17#acta","16","A.D. VINCIOS-DOMÍNGUEZ DANTAS","10576","2015-2016","17:00","17","6","0","1447","CD DEZ PORTAS LUGAUTO"
"06/03/2016","liga_eacta.php?IDENCUENTRO=131701166&EL=MONTE PORREIRO)&EV=HELIOS ASESORIA SERINTE&IDJORNADA=100&IDNIVEL=17#acta","16","HELIOS ASESORIA SERINTE","10233","2015-2016","11:00","17","6","0","1284","MONTE PORREIRO)"
